child,parent,description
E843-L-1994,E,The Kennedy women : the saga of an American family 
E840-I-2005,E,Kissinger : a biography 
E838-A-2013,E,"Correspondence+""The letters of John F. Kennedy "
F592-M-2003,F,Lewis & Clark for dummies 
E887-A-2004,E,Living history 
E847-G-1991,E,Lyndon Johnson and the American dream 
F1435-C-2011,F,The Maya 
F3429-H-2010,F,Monuments of the Incas 
E757-M-2001,E,Mornings on horseback : the story of an extraordinary family
F866-T-2007,F,The most beautiful villages and towns of California 
F852-T-2010,F,The most beautiful villages and towns of the Pacific Northwest 
F210-R-2000,F,The most beautiful villages and towns of the South 
F787-T-2009,F,The most beautiful villages and towns of the Southwest 
E184-D-2006,E,Muslims in American history : a forgotten legacy 
E840-A-1995,E,My American journey 
E886-A-2005,E,My life 
E878-A-1989,E,My turn : the memoirs of Nancy Reagan 
E77-L-2008,E,Native American history for dummies 
E866-K-2003,E,The natural : the misunderstood presidency of Bill Clinton 
F128-C-2013,F,New York City for dummies 
F1435-S-2008,F,Palenque : eternal city of the Maya 
E856-R-2002,E,President Nixon : alone in the White House 
E840-M-2001,E,The prince of Tennessee : Al Gore meets his fate 
E840-A-2007,E,Promises to keep : on life and politics 
E183-G-2011,E,The road to Tahrir Square : Egypt and the United States from the rise of Nasser to the fall of Mubarak 
E840-T-2002,E,Robert Kennedy : his life 
E877-G-2012,E,Ronald Reagan : our fortieth president 
E876-D-1999,E,Ronald Reagan : how an ordinary man became an extraordinary leader 
E840-E-1999,E,Saving graces : finding solace and strength from friends and strangers 
F3429-S-1997,F,The secret of the Incas : myth
E873-C-2005,E,Sharing good times 
E21-S-1996,E,Ships and shipwrecks of the Americas : a history based on underwater archaeology 
E843-L-2004,E,The sons of Camelot : the fate of an American dynasty 
F128-T-2009,F,New York 
E757-M-2002,E,Theodore Rex 
E757-M-1992,E,Theodore Roosevelt : a life 
E757-D-2004,E,Theodore Roosevelt : a strenuous life 
E178-W-2009,E,U.S. history for dummies 
E176-S-2002,E,U.S. presidents for dummies 
E873-A-2011,E,White House diary 
F590-T-2010,F,The Wild West on 5 bits a day 
E887-B-2008,E,A woman in charge : the life of Hillary Rodham Clinton 
F1021-T-2008,F,Canada 
E840-A-2003,E,Worth the fighting for : the education of an American maverick and the heroes who inspired him 
JZ1670-M-2009,JZ,The new Asian hemisphere : the irresistible shift of global power to the East 
JC423-H-2002,JC,The specter of democracy 
F1418-M-2003,F,Yankee no! : anti-Americanism in U.S.--Latin American relations 
JZ1306-D-2007,JZ,Honor in foreign policy : a history and discussion 
E840-A-2003,E,Madam Secretary 
E184-D-2004,E,The Jews of the United States
E184-L-2006,E,Landscape and race in the United States 
JZ6374-D-2006,JZ,Making war and building peace : United Nations peace operations 
JK21-L-2007,JK,The Lanahan readings in the American polity 
E183-C-2007,E,Perceptions of Palestine [electronic resource] : their influence on U.S. Middle East policy 
JZ6374-C-2006,JZ,Annual review of global peace operations 
JQ1758-M-2008,JQ,Middle east government directory 2008.
F1411-C-1992,F,A short account of the destruction of the Indies 
F596-C-2006,F,Cowgirls : strong
JZ1318-H-2007,JZ,Understanding cultural globalization 
F1219-L-2011,F,Unknown Mexico : a record of five years' exploration among the tribes of the Western Sierra Madre 
E77-A-1998,E,Archaeology of prehistoric native America : an encyclopedia 
E98-S-2011,E,The  subsistence economies of Indigenous North American societies : a handbook 
E99-T-2014,E,Mammals of Ungava & Labrador : the 1882-1884 fieldnotes of Lucien M. Turner
E109-P-2011,E,Polynesians in America : pre-Columbian contacts with the New World 
E58-D-2000,E,The settlement of the Americas : a new prehistory 
E99-S-2002,E,Raising young children in an Alaskan I~nupiaq village : the family
F1435-E-2012,F,The modern Maya : incidents of travel and friendship in Yucatan 
JK467-B-2003,JK,Myth America : democracy vs. capitalism 
JA79-T-1998,JA,Trust and governance 
JA80-B-2001,JA,Biology and political science 
JQ620-P-2003,JQ,Hindu kingship and polity in precolonial India 
JQ1805-A-2002,JQ,Personal states : making connections between people and bureaucracy in Turkey 
JS2120-N-2003,JS,Power
JA75-G-2012,JA,Reinventing political culture : the power of culture versus the culture of power 
E169-D-1996,E,Disciplinarity and dissent in cultural studies 
F2230-F-2009,F,The Central Arawaks 
E99-A-2000,E,Ceramics and community organization among the Hohokam 
JV1835-E-2000,JV,The colonial unconscious : race and culture in interwar France 
E184-C-2003,E,Crossing lines : race and mixed race across geohistorical divide 
JC571-C-2001,JC,Culture and rights : anthropological perspectives 
F2230-D-2014,F,Earth
JX1783-H-1999,JX,Embassies in the East : the story of the British embassies in Japan
JN12-E-1997,JN,European political cultures : conflict or convergence? 
F1414-S-2005,F,Pop culture Latin America! : media
F2519-N-2007,F,Scoping the Amazon : image
JA75-L-2012,JA,Culture and politics 
E184-C-2004,E,Chicanas and Chicanos in contemporary society 
E806-J-2004,E,The fall of the house of Roosevelt : brokers of ideas and power from FDR to LBJ 
JC311-F-1998,JC,From Beijing to Port Moresby : the politics of national identity in cultural policies 
F2270-H-1988,F,From the Milk River : spatial and temporal processes in northwest Amazonia 
F2520-M-2001,F,Gender and sociality in Amazonia : how real people are made 
E101-K-1994,E,Hidden cities : the discovery and loss of ancient North American civilisation 
F3430-B-1993,F,Tsewa's gift : magic and meaning in an Amazonian society 
E169-H-2004,E,The postmodernist turn : American thought and culture in the 1970s 
JV7416-S-2013,JV,El Norte or bust : how migration fever and microcredit produced a financial crash in a Latin American town 
E184-L-2004,E,Latino social policy : a participatory research model 
JC311-L-1999,JC,Nationalism and cultural practice in the postcolonial world 
E169-B-2005,E,On paradise drive : how we live now (and always have) in the future tense 
E185-T-2004,E,21st century African American social and popular cultural issues : a reader 
E169-A-1998,E,The American ritual tapestry : social rules and cultural meanings 
JF799-D-2003,JF,Capitalism and citizenship : the impossible partnership 
JA84-C-1994,JA,Covenant in the nineteenth century : the decline of an American political tradition 
JC311-H-2005,JC,Cultural intimacy : social poetics in the nation-state 
JC423-D-2010,JC,Democratic elitism : new theoretical and comparative perspectives 
F3429-V-2011,F,Vicos and beyond : a half century of applying anthropology in Peru 
JN2916-V-1997,JN,Voices of France : social
F2520-F-2012,F,Warfare and shamanism in Amazonia 
JQ2720-C-2003,JQ,The culture of power in Southern Africa : essays on state formation and the political imagination 
E185-J-2001,E,W. E. B. Du Bois : the quest for the abolition of the color line 
E185-N-2001,E,Roots of Afrocentric thought : a reference guide to Negro digest
E169-T-2009,E,Who counts as an American? : the boundaries of national identity 
JL1281-F-2007,JL,Accountability politics : power and voice in rural Mexico 
E839-I-2002,E,Imagine nation : the American counterculture of the 1960s and '70s 
JC89-B-2003,JC,Bread and circuses : euergetism and municipal patronage in Roman Italy 
E159-H-2004,E,Household chores and household choices : theorizing the domestic sphere in historical archaeology 
F3429-R-2005,F,The Ice Maiden : Inca mummies
F2460-R-2012,F,Islands in the rainforest : landscape management in pre-Columbian Amazonia 
F2270-P-2007,F,"Nukak. English+""Nukak : ethnoarcheology of an Amazonian people "
JK1763-D-1996,JK,Diversity and citizenship : rediscovering American nationhood 
E184-L-2002,E,The French in the United States : an ethnographic study 
JV6021-C-2008,JV,Global diasporas : an introduction 
E169-M-1997,E,Mass culture and everyday life 
E184-A-2014,E,My father's wars : migration
JL27-B-2012,JL,Neoliberalism and national culture : state-building and legitimacy in Canada and Quebec 
F2519-S-2011,F,Sacred geographies of ancient Amazonia : historical ecology of social complexity 
F3429-B-1998,F,The sacred landscape of the Inca : the Cusco ceque system 
E59-U-1990,E,The Uses of style in archaeology 
JV51-C-2003,JV,Spectral nationality : passages of freedom from Kant to postcolonial literatures of liberation 
F1565-F-2012,F,Kuna art and Shamanism : an ethnographic approach 
JA76-S-2012,JA,Michael J. Shapiro : discourse
JF801-S-2013,JF,Senses and citizenships : embodying political life 
E185-R-2013,E,Reinventing race
JV7419-S-2005,JV,Striving and surviving : a daily life analysis of Honduran transnational families 
JA76-S-1991,JA,Theory of societal constitutionalism : foundations of a non-Marxist critical theory 
JC571-T-2013,JC,Times of security : ethnographies of fear
F130-L-2001,F,Class
E184-H-1996,E,Braving a new world : Cambodian (Khmer) refugees in an American city 
E184-M-2008,E,West Indian immigrants : a black success story? 
E185-T-2003,E,"Why are all the Black kids sitting together in the cafeteria?"" : and other conversations about race "
E65-E-2000,E,Endangered peoples of Latin America : struggles to survive and thrive 
E98-E-2002,E,Endangered peoples of North America : struggles to survive and thrive 
JC599-H-2013,JC,Human rights and the Third World : issues and discourses 
E169-M-1996,E,Mainstream(s) and margins : cultural politics in the 90s  
F1465-G-1999,F,Fear as a way of life : Mayan widows in rural Guatemala 
E169-S-2002,E,Informing cultural policy : the research and information infrastructure 
JC330-C-2002,JC,Nested political coalitions : nation
F1503-G-2009,F,Culture and customs of Honduras 
F1523-W-2008,F,Culture and customs of Nicaragua 
F1960-G-2009,F,Culture and customs of Puerto Rico 
E184-S-2013,E,The sun never sets : South Asian migrants in an age of U.S. power 
E183-T-2000,E,Turning bricks into jade : critical incidents for mutual understanding among Chinese and Americans 
F535-N-2007,F,Plain diversity : Amish cultures and identities 
F2546-W-2010,F,A narrative of travels on the Amazon and Rio Negro : with an account of the native tribes
JC336-C-1996,JC,Culture in crisis and the renewal of civil life 
F213-C-1994,F,A family venture : men and women on the southern frontier 
F198-H-2011,F,Washington during Civil War and Reconstruction : race and radicalism 
E169-W-1996,E,The culture of the Cold War 
E185-P-2013,E,A history of prejudice : race
JN8341-F-2004,JN,Democracy's voices : social ties and the quality of public life in Spain 
E184-C-1997,E,Cultural diversity in the United States 
E169-L-2004,E,Prosthetic memory : the transformation of American remembrance in the age of mass culture 
E185-K-1994,E,Killers of the dream 
E78-B-2004,E,No bone unturned : inside the world of a top forensic scientist and his work on America's most notorious crimes and disasters 
JF60-K-1999,JF,Cultural politics in the Third World 
E169-G-2010,E,Militarizing culture : essays on the warfare state 
F2520-C-2013,F,Noble savages : my life among two dangerous tribes--the Yanamamö and the anthropologists 
JN216-V-1993,JN,Politics and the people : a study in English political culture
E184-P-1999,E,Problems and issues of diversity in the United States 
JQ1510-I-2011,JQ,The institutional dynamics of China's great transformation 
F1435-R-2004,F,Rights
JC480-B-2012,JC,Public-private relations in totalitarian states 
E184-B-2013,E,Beyond discrimination : racial inequality in a postracist era 
E184-C-2004,E,The changing terrain of race and ethnicity 
F869-S-2007,F,Latinos in the West : the student movement and academic labor in Los Angeles 
F2659-B-2009,F,Legacies of race : identities
F3430-D-1996,F,"Nature domestique. English+""In the society of nature : a native ecology in Amazonia "
F3722-W-2013,F,Rainforest medicine : preserving indigenous science and biodiversity in the upper Amazon 
F128-B-2004,F,Becoming New Yorkers : ethnographies of the new second generation 
E184-T-2000,E,Chinese Americans and their immigrant parents : conflict
E184-M-2013,E,Crossing over : a Mexican family on the migrant trail 
E184-C-2004,E,Crossing the border  : research from the Mexican Migration Project 
E184-D-2012,E,Desi dreams : Indian immigrant women build lives across two worlds 
JV7382-F-2009,JV,The diaspora strikes back : Caribeño tales of learning and turning 
