child,parent,description
JV7590-M-2012,JV,Mediterraneo crocevia di popoli 
JV8132-A-2015,JV,Senza sponda : perché l'Italia non è più una terra d'accoglienza 
F1441-C-2013,F,"Brevísima relación de la destrucción de las Indias+""Brevísima relación de la destruición de las Indias "
JV2227-D-2015,JV,L'Africa in casa : propaganda e cultura coloniale nell'Italia fascista 
JN5607-I-2012,JN,L'Italia al voto : le elezioni politiche della Repubblica 
JC143-P-2015,JC,Politica
JN8231-B-2014,JN,El laberinto territorial español : del cantón de Cartagena al secesionismo catalán 
FICMar-B-2014,FIC,Mai innamorarsi ad agosto 
JV8252-I-2013,JV,Inmigración : ¿integración sin modelo? 
JV8251-N-2014,JV,"Essays. Selections+""Las patrias ausentes : estudios sobre historia y memoria de las migraciones ibéricas (1830-1960) "
JN8509-R-2013,JN,A corda do enforcado : análise política das crises (2007-2013) 
JN5657-C-2013,JN,L'anima nera della Repubblica : storia del MSI 
JZ1641-N-2012,JZ,Visiones del exterior 
JV8252-R-2013,JV,Ciudadanía
JN8341-C-2014,JN,La representación parlamentaria en España durante el Primer Liberalismo
JC143-V-2013,JC,"La redenzione dell'Italia : saggio sul Principe"" di Machiavelli "
JN8509-A-2014,JN,Em defesa da independência nacional : porque devemos lutar pela soberania de Portugal contra a ditatura europeia 
JV8258-E-2015,JV,Los exiliados del rey de España 
JN8436-R-2014,JN,As raízes profundas não gelam? : ideias e percursos das direitas portuguesas 
JV8138-C-2014,JV,Non chiamatemi straniero : viaggio fra gli Italiani di domani 
JN8209-E-2013,JN,Modelos de democracia en España : 1931 y 1978 
F1407-G-2013,F,Españolas del Nuevo Mundo : ensayos biográficos
JV8131-R-2014,JV,Racconti dal mondo : narrazioni
JC134-C-2013,JC,Censures et raisons d'État : une histoire de la modernité politique (XVIe-XVIIe siècle) 
JN5477-A-2012,JN,Privilegium : l'Italia divorata dalle lobby 
F3448-A-2012,F,Perú y la guerra civil española : la voz de los intelectuales 
JS6350-F-2012,JS,Identidades e estratégias no poder local português : propostas de análise de discurso 
JV6255-M-2015,JV,Migraciones transatlánticas : desplazamientos
F1412-A-2012,F,1812 : el poder de la palabra : Amèrica y la Constitución de 1812 
F3099-C-2013,F,Chile y la guerra civil española : la voz de los intelectuales 
JC573-R-2011,JC,Populismes : la pente fatale 
F2848-A-2012,F,Argentina y la guerra civil española : la voz de los intelectuales 
JF801-M-2012,JF,Cittadinanze postcoloniali : appartenenze
JN8298-C-2013,JN,Las cortes de Cádiz y los significados políticos del primer liberalismo español : absolutistas y liberales aragoneses en Cortes (1810-1814) 
JL1292-C-2014,JL,Comunicación política y elecciones federales en México 
JN8395-D-2015,JN,Hasta luego
JV4218-P-2014,JV,Portugal e o fim do colonialismo : dimensões internacionais 
JV8138-R-2015,JV,Il percorso identitario degli adolescenti di origine straniera : tra culture affettive e diversità culturali 
F1419-S-2014,F,Lazos de tinta
JN30-A-2015,JN,El déficit democrático europeo : la respuesta de los partidos en las elecciones de 2014 
F1412-I-2013,F,Las independencias hispanoamericanas : un objeto de historia 
JN8210-S-2014,JN,La impotencia democrática : sobre la crisis política de España 
F1231-C-2012,F,El triunfo del virrey : glorias novahispanas : origen
JS6306-C-2014,JS,Las ciudades españolas en la Edad Moderna : oligarquías urbanas y gobierno municipal 
JC143-B-2013,JC,Francesco Guicciardini tra scienza
JV8138-D-2013,JV,Fuori da casa : migrazioni di minori non accompagnati 
JZ4850-F-2012,JZ,La fabrique de la démocratie : [ONG
F1412-F-2012,F,Filosofía política de las independencias latinoamericanas 
JN8155-V-2013,JN,Los señores del poder y la democracia en España : entre la exclusión y la integración 
F1236-A-2012,F,¿Adónde chingados va México? : un análisis político y socioeconómico de dos sexenios (2000-2012) 
JC330-D-2014,JC,"Essays. Selections+""El poder del monarca en la obra de los juristas castellanos (1480-1680) "
F2991-M-2014,F,Armas y política en la Argentina : Tucumán
F2329-A-2013,F,Cuentos del arañero 
JV8131-D-2014,JV,"Essays. Selections+""L'assalto al cielo : donne e uomini nell'emigrazione italiana "
JC143-G-2013,JC,"Ricordi politici e civili+""Ricordi "
JA84-I-2012,JA,L'inquietudine del cambiamento 
F1414-A-2013,F,Una América Latina inconveniente : cómo los peones se están apoderando de la finca 
F2528-D-2012,F,Monarcas
JN8231-P-2013,JN,Invitación al federalismo : España y las razones para un Estado plurinacional 
F2235-S-2013,F,Simón Bolívar : el Libertador y su mito 
F1435-M-2014,F,Mayas : révélation d'un temps sans fin 
JN5537-R-2013,JN,Gli onorevoli : cosa fanno e come ci rappresentano i nostri parlamentari 
JC143-T-2013,JC,Il Principe di Machiavelli e i cinque secoli della sua storia 
JC181-C-2012,JC,La pace fraintesa : Kant e la teoria della pace democratica 
JN8341-D-2014,JN,La nación singular : fantasía de la normalidad democrática española (1999-2011) 
JV8131-P-2011,JV,L'altra Italia : emigrazione storica e mobilità giovanile a confronto 
JN5657-T-2013,JN,Storia segreta del PCI : dai partigiani al caso Moro 
JV8132-A-2014,JV,Stranieri in Italia : fonti e indicatori 
JC573-C-2013,JC,Conservadores y tradicionalistas en la España del siglo XX 
E59-I-2012,E,La indianización : cautivos
JA84-S-2010,JA,Virtudes políticas en el Siglo de Oro 
JN5657-P-2012,JN,Il partito di Grillo 
JN8341-E-2012,JN,Entre monarquía y nación : Galicia
JV4218-L-2014,JV,Do colonialismo como nosso impensado 
JA84-P-2013,JA,Pensamiento político en la España contemporánea 
JN8509-P-2013,JN,Portugal
JN8386-P-2014,JN,Corrupción y política : los costes de la democracia 
JN5452-T-2013,JN,La cultura delle destre : alla ricerca dell'egemonia culturale in Italia 
JA84-D-2015,JA,Démocratie et modernité : la pensée politique française contemporaine 
F1776-Z-2013,F,Historia mínima de Cuba 
JC143-M-2013,JC,Il principe 
JN3007-C-2013,JN,Punir les opposants : PCF et procès politiques
JN2358-J-2013,JN,Le pouvoir absolu : naissance de l'imaginaire politique de la royauté 
JA71-K-2013,JA,D'une philosophie à l'autre : les sciences sociales et la politique des modernes 
JA88-L-2013,JA,Émile Boutmy
JC330-S-2013,JC,Saber y gobierno : ideas y práctica del poder en la monarquía de España (siglo XVII) 
E59-T-2014,E,D'Amérique en Europe : quand les Indiens découvraient l'Ancien Monde : 1493-1892 
JZ5584-R-2013,JZ,Reflejos de una Euskadi en paz : retos para un futuro sin ETA 
JC261-M-2013,JC,Raymond Aron et l'Europe 
JN8246-A-2014,JN,Una monarquía nada ejemplar 
JN8399-C-2014,JN,Cataluña en la encrucijada : las elecciones catalanas de 2012 
JN8395-H-2014,JN,Historia de la Liga Comunista Revolucionaria
JN8298-G-2014,JN,Un parlamento en transición : las Cortes Constituyentes (1977-1979) 
JC573-C-2013,JC,Storia della nuova destra : la rivoluzione metapolitica dalla Francia all'Italia (1974-2000) 
E184-G-2012,E,La Guerra Fría cultural y el exilio republicano español : Cuadernos del Congreso por la Libertad de la Cultura (1953-1965) 
JC423-G-2013,JC,Les politiques de démocratie participative 
JV6011-S-2014,JV,Mobilità umane e nuove geografie migranti 
JS4874-C-2013,JS,Une autre histoire du socialisme : les politiques à l'épreuve du terrain : 1919-2000 
JZ1305-P-2013,JZ,Penser le système international
JV8138-C-2012,JV,Chiedo asilo : essere rifugiato in Italia 
JZ1600-F-2012,JZ,Feluche d'Italia : diplomazia e identità nazionale 
JZ1394-M-2014,JZ,Mémoires et émotions : au coeur de l'histoire des relations internationales 
JV7531-V-2015,JV,La voz de la diáspora venezolana 
JN8395-F-2015,JN,Los votantes de Podemos : del partido de los indignados al partido de los excluidos 
JN33-B-2014,JN,Les années Barroso 2004-2014 : Europe : crises et relance 
F1230-D-2013,F,Crónica de la eternidad : ¿quién escribió la Historia verdadera de la conquista de la Nueva España? 
JV8252-C-2013,JV,Inmigración : filias y fobias en tiempos de crisis 
JC319-E-2014,JC,Géopolitique du printemps arabe 
JA81-J-2013,JA,Histoire des idées politiques aux temps modernes et contemporains 
JC599-R-2012,JC,Resistencia ordinaria : la militancia y el antifranquismo catalán ante el Tribunal de Orden Público (1963-1977) 
JN8118-S-2012,JN,Pacto y consenso en la cultura política peninsular
F2120-C-2014,F,Trinidad : una historia económica basada en el azúcar (1754-1848) 
F3429-G-2013,F,Gas amazónico : los pueblos indígenas frente al avance de las fronteras extractivas en Perú 
JV7398-P-2014,JV,Poder
JN8210-T-2015,JN,La Transición española : nuevos enfoques para un viejo debate 
F1414-D-2015,F,Discursos políticos
E183-F-2012,E,El enemigo yanqui : las raíces conservadoras del antiamericanismo español 
F1787-L-2013,F,La cosecha del patriotismo : Fidel Castro
F1412-R-2012,F,Ruptura y reconciliación : España y el reconocimiento de las independencias latinoamericanas 
JZ1318-C-2013,JZ,Les tiers-mondes : du Sud aux Suds : panorama critique 
JN2997-G-2012,JN,Gauche-droite : genèse d'un clivage politique 
JV8252-I-2013,JV,Inmigración y ciudadanía activa : contribuciones sobre gobernanza participativa e inclusión social 
JN8395-T-2012,JN,Fuera de las catacumbas : la política del PCE y el movimiento obrero 
F1419-A-2013,F,Afroamérica : espacios e identidades 
JZ1312-P-2015,JZ,Poshegemonía : el final de un paradigma de la filosofía política en América Latina 
F1412-C-2013,F,Tiempos de revolución : comprender las independencias latinoamericanas 
JV8253-I-2013,JV,Integración y derechos : a la búsqueda de indicadores 
JC355-R-2014,JC,La reforma federal : España y sus siete espejos 
JC311-S-2015,JC,La nación y el ciudadano 
F1412-A-2013,F,1810
JN8395-P-2014,JN,La mitología falangista : (1933 a 1936) 
F1799-V-2015,F,La Habana
JN8209-G-2014,JN,El Estado franquista : fundamentos ideológicos
JN8231-L-2014,JN,El Estado de las autonomías en la opinión pública : preferencias
F3444-P-2013,F,Perú.
F3100-C-2013,F,Chile 73 : memoria
JN8209-M-2015,JN,La España del pueblo : la idea de España en el PSOE
F1386-R-2014,F,Aquestas son de México las señas : la capital de la Nueva España según los cronistas
F1789-C-2015,F,Miedo negro
JN8145-C-2015,JN,El Consejo de Castilla en la historia de España (1621-1760) 
JC244-H-2012,JC,Manuel Joaquim Pinheiro Chagas
F1231-N-2014,F,No solo con las armas = Non solum armis : cultura y poder en la Nueva España 
F1418-R-2013,F,La formación de las fronteras estadounidenses en la América española 
F2324-R-2013,F,Desastre
F1412-C-2010,F,Entre imperio y naciones : Iberoamérica y el Caribe en torno a 1810 
F1788-M-2014,F,El secreto mejor guardado de Fidel : los fusilamientos del narcotráfico 
F3101-A-2013,F,Allende : la biografía 
JN8145-O-2012,JN,Oficiales reales : los ministros de la Monarquía Católica (siglos XVI-XVII) 
F1231-A-2015,F,"Correspondence. Selections+""Cartas de Lysi : la mecenas de Sor Juana Inés de la Cruz en en correspondencia inédita "
JN8246-J-2014,JN,A cuerpo de rey : monarquía accidental y melancolía republicana 
F1409-B-2013,F,Visión periférica : marginalidad y colonialidad en las crónicas de América Latina (siglos XVI-XVII y XX-XXI) 
F2849-F-2012,F,Los umbrales del testimonio : entre las narraciones de los sobrevivientes y las señas de la posdictadura 
JN8509-S-2012,JN,Vencer o medo : ideias para Portugal 
JF799-C-2012,JF,Des radios de lutte à Internet : militantismes médiatiques et numériques 
JZ1308-R-2015,JZ,Un monde étrange : pour une autre approche du cosmopolitisme 
F2349-T-2013,F,Resistencia de los negros en la Venezuela colonial : representaciones y planteamientos semiólogicos 
JL967-F-2013,JL,Formas de ciudadanía en América Latina 
F314-C-2013,F,La Florida española 
F3431-C-2014,F,Historia mínima del Perú 
F2831-H-2014,F,Historia mínima de Argentina 
JN8210-S-2013,JN,Siempre en la izquierda 
JV8251-S-2012,JV,Emigrados : España y el exilio internacional
JV8131-T-2014,JV,La meglio Italia : le mobilità italiane nel XXI secolo 
JV7398-V-2012,JV,"Vidas de ida y vuelta"" : inmigrantes latinoamericanos en Sevilla "
F3429-D-2012,F,Desenterrando tesoros en el siglo XVI : compañías de huaca y participación indígena en Trujillo del Perú 
F3442-M-2014,F,Francisco Pizarro : el hombre desconocido 
JC271-G-2015,JC,La razón conservadora : Gonzalo Fernández de la Mora
JS6308-M-2015,JS,Mujeres en los gobiernos locales : alcaldesas y concejalas en la España contemporánea 
JN8605-P-2013,JN,Portugal e a Europa : novas cidadanias 
JN8502-V-2014,JN,De abril à Troika : quatro décadas de democracia que transformaram Portugal 
JN8395-A-2013,JN,Estado de partidos : participación y representación 
JN8157-M-2013,JN,Proceso en Cádiz a la Junta Central
F3101-S-2013,F,Allende en el recuerdo 
F1783-G-2014,F,La España de José Martí 
JC330-G-2013,JC,En busca de respuestas : el liderazgo en el siglo XXI 
F1219-M-2015,F,Historia de los indios de la Nueva España 
JV8131-D-2014,JV,Dizionario enciclopedico delle migrazioni italiane nel mondo 
F1411-N-2012,F,No fueron solos.
JN8581-B-2015,JN,A Câmara dos Pares na época das grandes reformas políticas : 1870-1895 
JN8386-G-2015,JN,El fango : cuarenta años de corrupción en España 
JN8399-R-2013,JN,Diccionario biográfico de parlamentarios andaluces
JV4211-C-2014,JV,História da expansão e do império português 
JN8509-F-2012,JN,Políticas públicas em Portugal 
JN8568-S-2016,JN,A reforma do Parlamento português : o controlo político do governo 
F2329-A-2016,F,Hugo Chávez : mi primera vida 
JN8300-F-2013,JN,¡Que vienen los lobbies! : el opaco negocio de la influencia en España 
F1408-B-2015,F,Borges
F1230-D-2013,F,Cortés et son double : enquête sur une mystification 
JN8502-D-2016,JN,As direitas na democracia portuguesa : origens
F1789-P-2012,F,Patria y libertad : los vascos y la guerras de Independencia de Cuba (1868-1898) 
JC491-R-2013,JC,Révolutions : quand les peuples font l'histoire 
F1412-R-2015,F,Las revoluciones en el largo siglo XIX latinoamericano 
JV6350-M-2012,JV,La migration européenne aux Amériques : pour un dialogue entre histoire et littérature 
JF1001-N-2012,JF,Les missions d'observation des élections 
JZ6422-S-2013,JZ,Entre la guerre et la paix : neutralité et relations internationales
JF799-E-2013,JF,E-citoyennetés 
JN2597-P-2012,JN,La privatisation de l'État 
JV8252-M-2015,JV,Migraciones e identidades en la España plural : estudios sobre los procesos migratorios 
JN2997-V-2013,JN,Ontologie de la droite et de la gauche en politique 
JL966-C-2013,JL,La nouvelle Amérique latine : laboratoire politique de l'Occident 
JZ1641-P-2016,JZ,La política exterior y la dimensión internacional de la Transición española : testigos y protagonistas (1976-1986) 
JF799-B-2013,JF,La société en action : une méthode pour la démocratie 
JQ1519-D-2012,JQ,Les nouveaux communistes chinois 
JC392-D-2013,JC,Le deuil du pouvoir : essais sur l'abdication 
JA85-R-2015,JA,Os bastidores do poder : como spin doctors
JV6271-W-2014,JV,Faut-il ouvrir les frontières? 
JN5452-F-2014,JN,Ammazziamo il gattopardo : la storia continua 
JQ1850-P-2012,JQ,Participations et citoyennetés depuis le printemps arabe 
F2258-C-2010,F,Colombia.
F1231-M-2011,F,México.
JN8371-M-2013,JN,Medios y elecciones en España : la cobertura televisiva de la campaña de 2008 
JV8252-A-2014,JV,Una aproximación demográfica a la población extranjera en España 
FICCha-A-2014,FIC,Moonglow : a novel 
FICSla-A-2014,FIC,The kept woman : a novel 
PS3609-T-2014,PS,To the bright edge of the world : a novel 
PS3553-C-2016,PS,The city of mirrors : a novel 
PS3569-E-2016,PS,Escape clause 
PS3620-G-2016,PS,A gentleman in Moscow 
FICJam-G-2016,FIC,"Short stories. Selections+""The mistletoe murder : and other stories "
PS3555-L-2016,PS,LaRose 
PS3570-V-2016,PS,Vinegar girl : The taming of the shrew retold 
PS3608-F-2016,PS,The Fireman : a novel 
FICMor-F-2016,FIC,Ruler of the night 
FICPat-F-2016,FIC,Killer chef 
PS3607-F-2016,PS,Feedback : a Newsflesh novel 
FICMey-F-2016,FIC,The chemist : a novel 
PS3566-C-2016,PS,Cross the line 
FICLuc-C-2016,FIC,Star wars catalyst : a rogue one novel 
PS3555-T-2016,PS,Turbo twenty-three : a Stephanie Plum novel 
PR6105-N-2016,PR,Normal 
PS3568-P-2016,PS,Prince Lestat and the realms of Atlantis 
PR6052-O-2016,PR,Orphans of the carnival : a novel 
PS3608-S-2016,PS,The shores of Tripoli : Lieutenant Putnam and the Barbary pirates 
PS3553-O-2016,PS,Odessa Sea 
PS3561-W-2016,PS,When all the girls have gone 
PS3602-L-2016,PS,Lost gods 
FICTay-L-2016,FIC,Fireside gothic 
FICCor-L-2016,FIC,The flame bearer : a novel 
PS3610-F-2016,PS,The fate of the Tearling : a novel 
PS3553-C-2016,PS,Chaos : a Scarpetta novel 
PS3604-D-2016,PS,Do you want to start a scandal 
PS3562-I-2016,PS,I'll take you there : a novel 
PQ4863-V-2016,PQ,"Voce di notte. English+""A voice in the night "
PQ2676-V-2016,PQ,"Valse lente des tortues. English+""The slow waltz of turtles "
PS3609-I-2016,PS,IQ 
PS3557-T-2016,PS,Treason : a novel 
PS3563-G-2016,PS,A girl's guide to moving on : a novel 
PS3553-W-2016,PS,The wrong side of goodbye : a novel 
PS3569-A-2016,PS,The award : a novel 
PS3566-S-2016,PS,Small great things : a novel 
PS3623-B-2016,PS,The blood mirror 
PR9199-N-2016,PR,News of the world : a novel 
PS3566-O-2016,PS,The Obsidian chamber 
PS3619-N-2016,PS,The nest 
PS3553-F-2016,PS,Fool me once 
PS3553-H-2016,PS,Home 
PR6123-W-2016,PR,The woman in cabin 10 
PS3558-F-2016,PS,Faithful 
PS3603-B-2016,PS,The book of mysteries 
PZ7-H-2016,PZ,The hammer of Thor 
PS3606-H-2016,PS,Here I am 
PS3568-O-2016,PS,The obsession 
PS3569-A-2016,PS,The apartment : a novel 
PS3623-A-2016,PS,All is not forgotten 
PS3555-P-2016,PS,The pursuit : a Fox and O'Hare novel 
PS3612-B-2016,PS,Better late than never 
PS3569-U-2016,PS,Unquiet land 
PL2658-I-2016,PL,Invisible planets : contemporary Chinese science fiction in translation 
PS3618-S-2016,PS,Say no more 
PS3616-C-2016,PS,City on edge : a novel 
FICZah-C-2016,FIC,Starcraft : evolution 
PR9619-D-2016,PR,Den of wolves 
PR9199-T-2016,PR,The Twenty-three : a Promise Falls novel 
PS3569-C-2016,PS,The chocolate bunny brouhaha 
PJ5054-B-2016,PJ,"Beśorah ʻal-pi Yehudah. English+""Judas "
FICBes-B-2016,FIC,The best American short stories
PS3602-T-2016,PS,To the last drop 
PR6052-K-2016,PR,The killing ship 
PR6059-S-2016,PR,Suddenly at home 
PR6070-P-2016,PR,The principals 
PR6114-I-2016,PR,The iron water 
PS3568-B-2016,PS,Beignets
FICHow-B-2016,FIC,Pocketbooks and pistols 
FICWeb-B-2016,FIC,At the sign of triumph 
PS3573-A-2016,PS,Alien morning 
PS3552-A-2016,PS,Apes and angels 
PS3612-G-2016,PS,The gates of Hell 
FICBro-G-2016,FIC,Black widow 
PH3281-A-2016,PH,"Works. Selections. English+""The last wolf = El ultimo lobo ; & Herman : the game warden & The death of a craft "
PR6066-C-2016,PR,A Christmas message : a novel 
PQ6663-A-2016,PQ,"Así empieza lo malo. English+""Thus bad begins "
PS648-B-2016,PS,The big book of Jack the Ripper 
PR6069-A-2016,PR,"Short stories. Selections+""Public library and other stories "
PQ6664-H-2016,PQ,"Historia de un canalla. English+""Story of a sociopath : a novel "
FICBak-H-2016,FIC,Stripped bare 
PS3619-A-2016,PS,"Novellas. Selections+""Arcanum unbounded : the Cosmere collection "
PS3569-F-2016,PS,Family sins 
FICGra-F-2016,FIC,Doctor Strange : the fate of dreams 
PS3608-E-2016,PS,Every man a menace 
PS3563-V-2016,PS,Valiant gentlemen 
PS3614-M-2016,PS,Meantime 
PR6057-D-2016,PR,Days without number 
PS3623-U-2016,PS,Underground airlines 
PS3619-T-2016,PS,Today will be different : a novel 
FICSal-T-2016,FIC,Hero 
FICMil-T-2016,FIC,Vince Flynn : order to kill 
PR6058-C-2016,PR,Conclave 
PS3566-G-2016,PS,The Games 
FICBal-G-2016,FIC,The last mile 
PS3552-S-2015,PS,The sellout 
PT9876-S-2016,PT,"Stenkistan. English+""Stone coffin "
PR6107-V-2016,PR,Victoria 
PS3553-B-2016,PS,Bronx requiem 
PS3607-R-2016,PS,Reports on the Internet apocalypse 
PR6066-H-2016,PR,The Hanging Club 
PR6051-T-2016,PR,This was a man 
PS3608-T-2016,PS,Terminal impact : a Jack Valentine Marine Sniper novel 
PS3606-I-2016,PS,The inheritance 
PR9199-D-2016,PR,Desolation Flats 
FICCha-D-2016,FIC,Cat got your diamonds : a Kitty Couture mystery 
FICGla-D-2016,FIC,Please do not disturb 
PR6103-S-2016,PR,A spring betrayal 
PR6113-R-2016,PR,The reckoning on Cane Hill 
FICTho-R-2016,FIC,Beloved poison 
PR9619-E-2016,PR,Edgar Allan Poe and the London monster 
PS3561-S-2016,PS,The secret life of souls 
FICCoh-S-2016,FIC,Dying for Christmas 
FICCas-S-2016,FIC,The scent of salt & sand 
PR6106-T-2016,PR,The trespasser 
FICBus-T-2016,FIC,"Casa del silenci. English+""The house of silence : a novel "
PR6070-A-2016,PR,The angel : a Grand and Batchelor Victorian mystery 
PS3552-S-2016,PS,Sinner man 
PR6063-P-2016,PR,Precious and Grace 
PS3607-H-2016,PS,Homegoing 
FICLac-H-2016,FIC,The lost boy 
FICFro-H-2016,FIC,The secret history of Twin Peaks : a novel 
PS3566-B-2016,PS,Barkskins : a novel 
PR9619-T-2016,PR,Truly madly guilty 
PS3561-E-2016,PS,End of watch : a novel 
PS3602-T-2016,PS,Tom Clancy. Duty and honor 
PS3569-M-2016,PS,Magic : a novel 
PS3558-S-2016,PS,The second life of Nick Mason 
PR6103-T-2016,PR,To capture what we cannot keep 
PR9275-S-2016,PR,Storm rising 
PS3603-C-2016,PS,The champagne conspiracy 
PS3612-I-2016,PS,Inherit the bones 
PS3562-M-2016,PS,The Mayakovsky tapes : a novel 
PT2708-A-2016,PT,"Altes Land. English+""This house is mine "
PS3603-G-2016,PS,Glow of death 
PL852-B-2016,PL,"Byakuyakō. English+""Under the midnight sun "
PR6114-O-2016,PR,Oliver : the cat who saved Christmas 
PR9619-A-2016,PR,Ash Island 
PS3556-W-2016,PS,The whole town's talking : a novel 
FICJam-W-2016,FIC,Love you dead 
FICBal-W-2016,FIC,No man's land 
FICLar-W-2016,FIC,There was a crooked man 
FICDec-W-2016,FIC,The singularity race 
FICWag-W-2016,FIC,Return to Umbria 
PS3561-M-2016,PS,Mary Russell's war : and other stories of suspense 
FICVal-M-2016,FIC,"Makt myrkranna. English+""Powers of darkness : the lost version of Dracula "
PR6108-O-2016,PR,The ornatrix 
PS3614-M-2016,PS,The mountain of kept memory 
PS3616-D-2016,PS,Death comes to the fair 
FICDri-D-2016,FIC,Lone wolf 
PS3612-Q-2016,PS,Queen of the cookbooks 
PS3553-S-2016,PS,The sleeping beauty killer 
FICSha-S-2016,FIC,Zero-G. Book one : a novel 
PS3555-M-2016,PS,The mistletoe secret 
PS3620-H-2016,PS,Her nightly embrace 
PT9877-O-2016,PT,"Och varje morgon blir vägen hem längre och längre. English+""And every morning the way home gets longer and longer : a novella "
PS3608-O-2016,PS,The operator 
PS3556-P-2016,PS,Poisonfeather 
PS3551-I-2016,PS,Isis orb 
FICBur-I-2016,FIC,His bloody project : documents relating to the case of Roderick Macrae : a historical thriller 
PQ9698-E-2016,PQ,"Espiã. English+""The spy : a novel "
PR6056-B-2016,PR,Bridget Jones's baby : the diaries 
PQ6716-L-2016,PQ,"Lo importante es perder. English+""Losing is what matters : a novel "
FICSmi-L-2016,FIC,Swing time 
PS3562-I-2016,PS,Incensed 
PS3558-F-2016,PS,Fields where they lay 
PS3618-C-2016,PS,Culdesac : a novella from the war with no name 
PR9619-W-2016,PR,Wedding Bush Road : a novel 
FICKar-W-2016,FIC,Carl Weber's kingpins. Charlotte 
PS3618-S-2016,PS,Spirit mission : a novel 
PL248-D-2016,PL,"Daha. English+""More : a novel "
FICHoa-D-2016,FIC,In the country of the blind : a novel 
FICDor-D-2016,FIC,Permanent sunset : a Sabrina Salter mystery 
FICPal-D-2016,FIC,When she's gone : a thriller 
PS3557-W-2016,PS,The whistler 
PS3569-T-2016,PS,Two by two 
PR9199-G-2016,PR,A great reckoning 
PS3569-R-2016,PS,Rushing waters : a novel 
PS3607-G-2016,PS,Glory over everything : beyond the Kitchen house 
PS3555-C-2016,PS,Curious minds : a Knight and Moon novel 
PS3560-D-2016,PS,Downfall 
FICHaw-D-2016,FIC,Before the fall 
FICWig-D-2016,FIC,Family tree 
PS3573-U-2016,PS,The underground railroad : a novel 
PS3553-N-2016,PS,Night school 
PS3607-F-2016,PS,First comes love : a novel 
PS3618-L-2017,PS,Lillian Boxfish takes a walk 
PS3558-P-2017,PS,A puzzle to be named later : a Puzzle Lady mystery 
FICVau-P-2017,FIC,Martians abroad 
PS3558-N-2016,PS,The nowhere man 
PR6052-H-2016,PR,The heretic's creed 
PS3620-D-2017,PS,Duplicity 
PS3618-P-2017,PS,A perilous undertaking 
PS3612-B-2017,PS,Big law 
PS3569-T-2017,PS,Two days gone : a novel 
PS3623-G-2017,PS,The guests on South Battery 
PS3620-R-2017,PS,Ring of fire 
PS3603-D-2017,PS,Dead cold brew 
PR6103-B-2017,PR,The burning page 
PS3608-F-2017,PS,For time and all eternities 
PS3606-R-2017,PS,The river at night 
PS3603-L-2017,PS,Little Heaven : a novel 
PS3616-C-2017,PS,Containment 
PS3607-B-2017,PS,Bookburners. Season 1 
PS3557-C-2017,PS,The cold eye 
PS3554-A-2016,PS,"Short stories. Selections+""Doctorow : collected stories "
PS3610-M-2017,PS,The most dangerous place on earth : a novel 
PR9619-D-2017,PR,The dry 
PS3618-S-2017,PS,The second Mrs. Hockaday 
PS3613-D-2017,PS,The dark room 
PS3601-B-2017,PS,The bear and the nightingale : a novel 
FICPat-B-2017,FIC,The house husband 
FICCas-B-2017,FIC,The return of the raven mocker 
FICHok-B-2017,FIC,The borrowed 
PR6058-D-2017,PR,Different class 
PS3566-O-2017,PS,The old man 
PS3606-H-2017,PS,History of wolves : a novel 
PS3616-P-2016,PS,Purgatory road 
FICMcl-P-2016,FIC,A wedding in Maine 
FICPat-P-2016,FIC,Hidden 
FICBit-P-2016,FIC,The strays : a novel 
PS3618-I-2015,PS,Idaho : a novel 
FICMod-I-2015,FIC,"Short stories. Selections+""Recluce tales : stories from the world of Recluce "
FICMul-I-2015,FIC,The dangerous ladies affair 
FICFre-I-2015,FIC,Rogue one : a Star wars story 
PS3618-F-2017,PS,Freebird : a novel 
PR9369-D-2017,PR,The death of kings 
PS3573-B-2017,PS,Below the belt 
FICWil-B-2017,FIC,The heart of what was lost 
PR6113-L-2017,PR,Leopard at the door 
PS3569-M-2017,PS,The mistress : a novel 
FICAdi-M-2017,FIC,Selection day : a novel 
FICFli-M-2017,FIC,1636 : the Ottoman onslaught 
PR9619-F-2017,PR,Foreign soil : and other stories 
PS3613-E-2016,PS,Everything you want me to be : a novel 
PS3607-A-2017,PS,"Short stories. Selections+""Difficult women "
PS3613-G-2017,PS,The girl in green 
PS3556-F-2017,PS,The final day 
PR6118-D-2016,PR,Death notes 
FICOma-D-2016,FIC,Nasty cutter 
FICMoo-D-2016,FIC,Quick off the mark 
FICDan-D-2016,FIC,Graveyard shift : a Pepper Martin mystery 
PR6053-R-2016,PR,A rustle of silk 
PL994-B-2016,PL,The boy who escaped paradise 
FICHyd-B-2016,FIC,Say goodbye for now : a novel 
PS3569-F-2016,PS,Forgotten city 
PS3611-T-2016,PS,Time of death 
FICLet-T-2016,FIC,At what cost : a Detective Penley mystery 
PS3623-A-2016,PS,After the crown 
FICKrz-A-2016,FIC,"Vozvrashchenie Mi͡unkhgauzena. English+""The return of Munchausen "
PR9199-R-2016,PR,The Roman 
PS3513-K-2016,PS,The knife slipped : the lost Cool & Lam mystery 
FICGen-K-2016,FIC,A decline in prophets : a Rowland Sinclair mystery 
FICSav-K-2016,FIC,They are trying to break your heart 
FICHil-K-2016,FIC,Painted skins : a Tess Grey thriller 
